username, created_at, lng, lat, text
TotalTrafficPHL, Wed Jan 20 19:15:43 +0000 2021, -75.457000, 39.812000, Incident cleared in #ClaymontDe on I-95 NB between Naamans Rd/I-495 and Chichester Ave/Exit 1 #traffic https://t.co/BtegSRlPfO 
CoachWadeSteven, Wed Jan 20 19:15:43 +0000 2021, -100.076888, 31.168893, @CoachKCampbell Coach, is your 2021 class full.  If not, I'd like to talk to you about a kid or 2. 
TotalTrafficDFW, Wed Jan 20 19:15:43 +0000 2021, -96.812710, 32.745150, Accident has only the left lane open. in #Dallas on I-35E NB at Ewing Ave, stopped traffic back to Clarendon… https://t.co/fH7VMe258E 
TotalTrafficSF, Wed Jan 20 19:15:43 +0000 2021, -121.630600, 37.733710, Right lane blocked in #AltamontPass on I-580 EB after Stonecut Overpass, stopped traffic back to N Flynn Rd… https://t.co/GWlEZEeKkP 
Coachpahoa, Wed Jan 20 19:15:43 +0000 2021, -117.918989, 33.810485, Throwback Disneyland 😎❤️ #disneyland #throwback #monorail #justtobrightenyourday #letsgo https://t.co/t1I4gZRD0P 
TotalTrafficCIN, Wed Jan 20 19:15:43 +0000 2021, -84.628610, 38.914940, Accident cleared in #Boone on I-71/I-75 SB near KY-338/Richwood/Exit 175, stop and go traffic back to KY-536/Mt Zio… https://t.co/wuadWHXtLJ 
glorob, Wed Jan 20 19:15:43 +0000 2021, -81.068556, 29.190223, @JudgeJeanine Hope you go to OAN. I will no longer be watching nighttime Fox. I stopped daytime. I don’t want to hear about Gramps 
Nate_Alex_Smith, Wed Jan 20 19:15:43 +0000 2021, -80.087032, 42.110703, @forceawaakens No xp waste 
TotalTrafficELP, Wed Jan 20 19:15:43 +0000 2021, -106.320500, 31.735820, Accident in #ElPaso on I 10 EB at Lee Trevino Dr/Exit 30 #traffic https://t.co/nZ2qPHc0XJ 
ClokkyyFN, Wed Jan 20 19:15:43 +0000 2021, -93.606369, 41.576437, @vulryy 🔥🔥 
mitquidditch7, Wed Jan 20 19:15:43 +0000 2021, -71.112377, 42.378197, Ravenclaw has overtaken Slytherin for the first time in the Quidditch Fitness Challenge! Yesterday we gave away a H… https://t.co/LPChxuryP5 
DreezyNapz, Wed Jan 20 19:15:43 +0000 2021, -75.770041, 42.746617, These Christmas leftovers still bussin 😋😋😋 
mpkemp, Wed Jan 20 19:15:43 +0000 2021, -76.615181, 39.396352, Loved every second of Ms Gorman performing her poem 
PJPfeifenberger, Wed Jan 20 19:15:43 +0000 2021, -73.184140, 44.454752, @pburkevt So glad you are still here with us too Pat! Cheers to another four years and many more my friend! 
EddieVTEC, Wed Jan 20 19:15:43 +0000 2021, -71.088712, 42.313670, Al final  , la vida sigue igual SIN TI 
maryellennn_, Wed Jan 20 19:15:43 +0000 2021, -92.153018, 32.526733, FDB 🥰 
amandaddiii, Wed Jan 20 19:15:43 +0000 2021, -118.411907, 34.020789, only if it comes like this or in the small snappy plastic containers https://t.co/TZsndjpJC4 
eeenimsaaaJ, Wed Jan 20 19:15:43 +0000 2021, -122.362414, 37.948843, @wtfstopplayin Mine too it’s a “everything must go” give away 
duerinll, Wed Jan 20 19:15:43 +0000 2021, -78.969782, 42.704326, 😭😭😭 
Jordy1975, Wed Jan 20 19:15:43 +0000 2021, -100.293591, 25.641718, @ElCapoDelTwiter @TigresOficial @rafaelsobis @10APG @gremio_tigres @nombewey @Gueryyah @DinastiaTigre @vichernandezm Ánimo 
314_Great1, Wed Jan 20 19:15:43 +0000 2021, -84.306489, 33.943072, God I love living here for reasons like this 
tmj_WAT_sales, Wed Jan 20 19:15:43 +0000 2021, -122.542693, 47.230393, Dollar Tree is hiring in #Tacoma, WA! Read about our latest #Sales job opening via the link in our bio: SALES FLOOR ASSOCIATE 
YOFATSOwhysosad, Wed Jan 20 19:15:43 +0000 2021, -118.244500, 34.056400, Just posted a video @ Los Angeles, California https://t.co/wfqKNLe35j 
vwgtivw, Wed Jan 20 19:15:43 +0000 2021, -81.340286, 41.698976, @jessheartedward 🤣😂🤣😂🤣😂 
pdharbert, Wed Jan 20 19:15:43 +0000 2021, -117.987455, 33.856792, Just posted a photo @ The Way Fellowship https://t.co/1RM42aLYwr 
sweetie9559, Wed Jan 20 19:15:43 +0000 2021, -98.540651, 29.417501, @notclunis He hangs out with Tana Mongeau now. Everyone on tik tok simping over him and im like i saw him smoking s… https://t.co/6rjEe8hHCf 
SSRJustice2021, Wed Jan 20 19:15:43 +0000 2021, -79.645081, 43.418190, Happy happy birthday to the legend! The only photon! The leader! The boy with a heart of gold!!!!🥰😊🎂🍾🥂May you be bl… https://t.co/ZKHKNqObC3 
1Krisis, Wed Jan 20 19:15:43 +0000 2021, -73.948775, 40.655138, I hate when my recent Gallery is just a black sceen . Or when it's just a all black video and all you can hear is r… https://t.co/45U9U8Oky9 
Superman21Angel, Wed Jan 20 19:15:44 +0000 2021, -121.955229, 37.280837, Shoutout to your mom and dad for making you 😍#NOFILTER 
Ramonastwin, Wed Jan 20 19:15:44 +0000 2021, -72.757385, 41.500753, @ErieNotEerie It’s a GREAT day!  Feeling hopeful! 
theLawyerUneed, Wed Jan 20 19:15:44 +0000 2021, -76.620482, 39.284713, @MahoganySoul01 Complete facts. And she added the extra bundle. 
realmkyyrkks, Wed Jan 20 19:15:44 +0000 2021, -83.804475, 27.698682, That first episode of “ All American “ got a lot of build up so this season gotta be next level if not it’ll be a let down. 
Mexicanos1oSin, Wed Jan 20 19:15:44 +0000 2021, -107.342056, 24.662488, https://t.co/QrHcB6VxU6 
mayadanae__, Wed Jan 20 19:15:44 +0000 2021, -90.011008, 29.982601, packs of braiding hair 
HighwayVagabond, Wed Jan 20 19:15:44 +0000 2021, -88.554041, 30.364048, So, we have a Fucking child molesting Pedophile in the white house now. This has to be at an all time low ! 
brianasierra, Wed Jan 20 19:15:44 +0000 2021, -119.306608, 37.269176, @wingstop @jeweduhhhh  me ⬇️ when I tell after we left @wingstop  and that’s you for me ^ 🤤🤤🤤🙃😂😂💀 https://t.co/IA3tCs5giF 
_overtimemoney, Wed Jan 20 19:15:44 +0000 2021, -74.250000, 40.790000, As long I wake 🆙 I have to go and get it ,money 💰 print everyday !!!! OTM  running low on size dm @_overtimemoney @… https://t.co/POJ1FhVnnY 
Holy_Coleyyyy, Wed Jan 20 19:15:44 +0000 2021, -100.901447, 35.014856, Drunken noodles with tofu!! 🌱👌😋🕺🙏♾!! https://t.co/w2qqnjL6k2 
jackthejoekr, Wed Jan 20 19:15:43 +0000 2021, -77.014398, 38.898603, @Kitsilano65 @dcasapwarren @khaalidah @akasorority1908 @SistahScholar Kinda cool to just own it. ✊🏾 we all mess up from time to time 
LVNurseMarianne, Wed Jan 20 19:15:44 +0000 2021, -97.781768, 32.752860, And I RPed with a  celebrity, and then they unfortunately, for whatever reason, unfollowed me.... 
DrWrong68, Wed Jan 20 19:15:44 +0000 2021, -75.770041, 42.746617, @KeithSmithNBA Is Embiid playing tonight? @KeithSmithNBA @RedsArmy_John 
Fryepod1, Wed Jan 20 19:15:44 +0000 2021, -73.981448, 41.997776, @sebastiancough @PlaySpellbreak Vaults. Vaults of MANA https://t.co/MDEGUahOoD 
trinaskidd813, Wed Jan 20 19:15:44 +0000 2021, -79.163726, 35.474284, George love him some Chelle! 😂 
thomascmurray, Wed Jan 20 19:15:44 +0000 2021, -75.585261, 40.535673, @Mr_Dansby - That means so much, Matt. ...and love those principal check-ins. Keep leading the way. You got this!!!… https://t.co/2YKg9kF3lO 
ElizabethBorne6, Wed Jan 20 19:15:44 +0000 2021, -92.436774, 38.304558, @RoyBlunt @RoyBluntMO We as Missourians cannot let this coward, Ant-Democratic, out of touch man who literally vote… https://t.co/RLYWYjjoUg 
BestEverPads, Wed Jan 20 19:15:45 +0000 2021, -120.797090, 35.294850, Just posted a photo @ Best Ever Pads https://t.co/XnJqFIBKPv 
tmj_cle_eng, Wed Jan 20 19:15:45 +0000 2021, -81.441226, 41.389776, This job might be a great fit for you: Materials Lead - https://t.co/1qXU2qdNIK #KellyJobs #KellyServices 
hoesayb_, Wed Jan 20 19:15:45 +0000 2021, -98.540651, 29.417501, alv https://t.co/NIOaiIeshI 
Aldo1795, Wed Jan 20 19:15:45 +0000 2021, -97.754724, 30.323346, 46 &amp; 1st plus 2/2 🙏🏼 #FeelingBlessed 
RLayefa, Wed Jan 20 19:15:45 +0000 2021, -73.948775, 40.655138, @LaLigaLowdown Amongst the best nights of European ⚽️ for me 
MTomDem, Wed Jan 20 19:15:45 +0000 2021, -77.504964, 37.610575, @mikedkuhn That would be my guess. 
justb3_, Wed Jan 20 19:15:45 +0000 2021, -84.433106, 33.767195, i gotta put Vaseline and socks on my feet as soon as i get out the shower!! 
CKubrak1, Wed Jan 20 19:15:45 +0000 2021, -73.831187, 40.670879, @PIX11News https://t.co/GFoyH625Uy 
SmithCoGifts, Wed Jan 20 19:15:45 +0000 2021, -74.276520, 40.840460, Hugs &amp; Kisses Always! #NoraFleming #GiftGivingSimplified #GiftShop #ShopLocal #CaldwellNJ 🇺🇸 #SmithCoGifts 💙 @ Smit… https://t.co/i3vEli9MZI 
calamitychan, Wed Jan 20 19:15:45 +0000 2021, -115.038337, 36.006256, @shoba_narayan YES! I cried a little then let the relief wash over me this morning. 
ManiPetti, Wed Jan 20 19:15:45 +0000 2021, -82.764772, 39.974820, *Biden takes picture with Jeezy*Hotep Niggas: Y'all see what he's doing he's pandering to the black community.*… https://t.co/uvI9Fm2sQ4 
FromtheKatsEye, Wed Jan 20 19:15:45 +0000 2021, -76.362276, 37.050897, @WAC_Blackout @KizzyMae1969 @_TheCivilRight 😭 
reader1718, Wed Jan 20 19:15:45 +0000 2021, -86.837199, 33.442965, My sweet friend, Bori @ Greater Birmingham Humane Society https://t.co/yE2mu51zYY 
YUKOWAS, Wed Jan 20 19:15:45 +0000 2021, -81.969069, 33.474756, Just posted a photo @ Greene Street Historic District, Augusta https://t.co/rzl5v5WXuq 
jinabina3, Wed Jan 20 19:15:45 +0000 2021, -95.466035, 29.707684, out of sight but always on your mind 😘 https://t.co/VUr0wZvAp5 
aynatal2000, Wed Jan 20 19:15:46 +0000 2021, -73.948775, 40.655138, @MattMustang4 @TheDailyShow https://t.co/ygTA0dD6vM 
tammydhyder, Wed Jan 20 19:15:46 +0000 2021, -83.173867, 32.678207, @ladygaga You did a wonderful job!  Thank you! 
adownie, Wed Jan 20 19:15:46 +0000 2021, -89.266508, 39.739300, @Salems_Bot Classic style, nice natural finish... I say get it. 
JonathanYarwood, Wed Jan 20 19:15:46 +0000 2021, -83.804475, 27.698682, Lovely spot to contemplate life for a few minutes #florida #lakeharris https://t.co/2KmZA34QNh 
falcicchio, Wed Jan 20 19:15:46 +0000 2021, -77.014398, 38.898603, ARod! #Inauguration2021 
AudunnJuliusson, Wed Jan 20 19:15:46 +0000 2021, -79.272570, 43.629311, https://t.co/HNnlD1jXLz 
HollywoodTyrone, Wed Jan 20 19:15:46 +0000 2021, -88.161555, 30.683649, Trump riding off into the sunset until the he comes back for the sequel lol 
AdrianRod9, Wed Jan 20 19:15:46 +0000 2021, -100.453089, 31.440523, 🔥🔥🔥 
Dulasonlypeep, Wed Jan 20 19:15:46 +0000 2021, -118.369645, 34.087010, We now have a President that can tweet! 
philbaety, Wed Jan 20 19:15:46 +0000 2021, -81.367773, 28.501678, Kacey Musgraves, Hayley Williams, Dolly Parton. 
Vladdiefan, Wed Jan 20 19:15:46 +0000 2021, -72.545584, 42.113062, @kevinroose @MattGertz I'm glad I don't. I couldn't be forgiving. 
s_alobaid97, Wed Jan 20 19:15:46 +0000 2021, -75.117998, 40.004866, @ammartroy86 😂😂😂😂😂😂😂😂😂😂 
lanigayle256, Wed Jan 20 19:15:47 +0000 2021, -80.263517, 26.124507, LMAOAOAOAO you would never do us like that 
dwo3c, Wed Jan 20 19:15:47 +0000 2021, -79.420865, 38.003376, @POTUS happy to be following this account again. Congratulations sir! 
SharonsRose13, Wed Jan 20 19:15:47 +0000 2021, -117.999409, 34.139172, @FeldheimRejects Maran of mar largo 
Sooner_RN, Wed Jan 20 19:15:47 +0000 2021, -97.552161, 35.482844, This house is clean!!  #Poltergeist #BidenHarrisInauguration https://t.co/JmDAAPttS5 
TNTMELN, Wed Jan 20 19:15:47 +0000 2021, -73.723025, 45.557830, @billmaher great day for Americans as the country’s government returns to normal decency!Happy Birthday 🎂 on this great day! 
stacycoolikova, Wed Jan 20 19:15:47 +0000 2021, -77.014398, 38.898603, lmfao what. 
hockeybum78, Wed Jan 20 19:15:47 +0000 2021, -79.565792, 43.837104, @JenSelter 🙏🔥🔥🔥 
zappytime, Wed Jan 20 19:15:47 +0000 2021, -115.223125, 36.232915, Straight Truth 🇺🇸🇺🇸🇺🇸 
strawbmommy, Wed Jan 20 19:15:47 +0000 2021, -97.285913, 32.779967, @DFWAirport @Avgeek 🤷🏻‍♀️😉🤣 https://t.co/GWAEWyAfyN 
DTSHANNON1, Wed Jan 20 19:15:47 +0000 2021, -80.241283, 25.821300, @Jayl0n1k 😭😭😭😭 @SUNSHIN89874566 
44Gomezz, Wed Jan 20 19:15:47 +0000 2021, -83.399779, 33.956384, Gotta do their RESEARCH 💯💯 
diegageche, Wed Jan 20 19:15:47 +0000 2021, -71.088712, 42.313670, 🥰 https://t.co/sMqsL8kHpa 
EternalGr8ness, Wed Jan 20 19:15:47 +0000 2021, -77.036700, 38.895100, Just posted a photo @ The White House, Washington DC https://t.co/cApBT8o1N1 
slittle7, Wed Jan 20 19:15:47 +0000 2021, -89.876449, 32.571032, @HillaryClinton @JoeBiden @KamalaHarris ❤️🤍💙 
ShoshanaGould, Wed Jan 20 19:15:47 +0000 2021, -122.228685, 37.791994, a beautiful photo of my boyfriend and his wife 
weddellite, Wed Jan 20 19:15:47 +0000 2021, -73.968542, 40.780709, @hswapnil @sargsyanz @VelezNephHepato When Fritz Port was chief of USRDS he gave a talk @NYUnephro - told him that… https://t.co/J6QbXJS1JK 
IamBionca87, Wed Jan 20 19:15:47 +0000 2021, -81.823177, 26.622149, Is it just me, or does the air feel different now that Trump is out of office? 🥴  #BidenHarris 
pittman_nairobi, Wed Jan 20 19:15:47 +0000 2021, -115.223125, 36.232915, @KarenAttiah @rolandsmartin https://t.co/fVd4K0oZng 
shaniyaelise, Wed Jan 20 19:15:47 +0000 2021, -82.330269, 29.673172, Anywhoo my brother coming home #FREEYAK 
Shelby67GT, Wed Jan 20 19:15:47 +0000 2021, -80.240128, 43.534199, "It's time we begin to heal together"Soothing words for the world. A real leader takes over and tries to rebuild… https://t.co/5oOW4TWbpd 
Fnouvellefrance, Wed Jan 20 19:15:47 +0000 2021, -72.157759, 46.666639, Apex jean FORTIN mon père hell angel 
NickLPhoto, Wed Jan 20 19:15:47 +0000 2021, -86.791549, 36.200008, @DjRate Hey @JoeMaz , you’re a fucking clown 🤡 https://t.co/RvENG48aym 
WilJames, Wed Jan 20 19:15:48 +0000 2021, -80.843150, 35.225923, I'm at McAlister's Deli in Charlotte, NC w/ @msippi https://t.co/1gJLIRhklo 
SterlingJBall, Wed Jan 20 19:15:48 +0000 2021, -117.287924, 33.121484, BALLER. @ethanesposito99 ⚡️ 
JohnsonCaiden14, Wed Jan 20 19:15:47 +0000 2021, -86.680738, 32.576227, TrapBar DL 245x10 3 sets and 335x1 for 3 sets https://t.co/E1u4GqaUqX 
GregoryanChant, Wed Jan 20 19:15:48 +0000 2021, -84.324751, 39.275268, @ivanjk98 I know! But I’m also fat! They’re not mutually exclusive! 
mikesarzo, Wed Jan 20 19:15:48 +0000 2021, -76.921232, 38.848156, @cameron_kasky Agreed, and yes, that says something about CONALD 
mattsm00th, Wed Jan 20 19:15:48 +0000 2021, -73.022108, 41.566578, @chxrel Nah they are absolutely perfect 
thewayofaye, Wed Jan 20 19:15:48 +0000 2021, -79.272570, 43.629311, BIG MOOD ENERGY...Live in living colour! 
GiftedAndGoofy, Wed Jan 20 19:15:48 +0000 2021, -86.791549, 36.200008, @datboyblue1 Lol dawg I would’ve been lost too 
jbanguela, Wed Jan 20 19:15:48 +0000 2021, -90.622917, 42.487936, Pra não dizer que é mentira, vou postar o Print. Desculpa @oFabioMan! https://t.co/9wS2RXi4Ax 
jarreola2020, Wed Jan 20 19:15:48 +0000 2021, -117.397616, 33.935822, @nursewhocares @mercedesschlapp You’re correct. They are a bunch of sore losers 
itsme_Reyshell, Wed Jan 20 19:15:48 +0000 2021, -118.156711, 33.809172, Waking up in the middle of the night to fuck is cool. Staying up talking til 5am was better. Waking up still high a… https://t.co/2DgKCcQD9Y 
snazzzyredhead, Wed Jan 20 19:15:49 +0000 2021, -77.017853, 39.008349, @gdigitalzsmooth @TaritaC Jesus fucking Christ I CANNOT 
SeaSchoolOnline, Wed Jan 20 19:15:48 +0000 2021, -82.672903, 27.795720, The upside to smaller class sizes due to COVID? More time with your instructor! 🤓Congrats 👊 to the Captains of Co… https://t.co/ZrW6aRGT1d 
CleVeland122879, Wed Jan 20 19:15:49 +0000 2021, -85.768241, 37.822244, Micheal's song, "Man In The Mirror", has been replaced with "workout mirrors" and many other "useful mirrors". Have… https://t.co/yMzKn1837L 
kamala_for, Wed Jan 20 19:15:49 +0000 2021, -98.540651, 29.417501, I'm sorry. Didn't know this. 
Asianundertones, Wed Jan 20 19:15:48 +0000 2021, -81.367773, 28.501678, 😭 I’m sorry wtf 
JanetLamberth1, Wed Jan 20 19:15:49 +0000 2021, -78.516437, 33.901311, Nope 
D0_BAA, Wed Jan 20 19:15:49 +0000 2021, -122.274055, 47.905972, Shitting on these kids yo 
fredo3412, Wed Jan 20 19:15:49 +0000 2021, -119.306608, 37.269176, Trump is a bitch!!! A lot of y’all dick rode that puerco hard!! 
welldamnjackie_, Wed Jan 20 19:15:49 +0000 2021, -83.908928, 43.617282, @usurpss https://t.co/s3MDAPx9DO 
Texican24, Wed Jan 20 19:15:49 +0000 2021, -96.994833, 32.768591, Yes! We’ll see what the country is like on January 20th, 2025... https://t.co/9LGI3Qe9Dh 
JonelleStone1, Wed Jan 20 19:15:49 +0000 2021, -117.434547, 47.667438, #DomesticTerrorists #ArrestThemAllNow 
SuzeLanier, Wed Jan 20 19:15:49 +0000 2021, -118.662606, 34.137260, YES!  #China sanctions Pompeo, O'Brien, Azar and other Trump administration officials https://t.co/jCJzxDVl7E 
david_mccusker, Wed Jan 20 19:15:50 +0000 2021, -118.411907, 34.020789, Lot of purple today: a colour of Bravery, The Crown Chakra, Spring (lavender), of Kings and of course...Prince!… https://t.co/GdV6KUgxyl 
CarlyyRaee, Wed Jan 20 19:15:50 +0000 2021, -74.986644, 40.151437, ITS A BEAUTIFUL DAY IN AMERICA! 
7ThirtyFive, Wed Jan 20 19:15:50 +0000 2021, -117.721761, 33.972516, @staceyabrams @JoeBiden @KamalaHarris Congratulations to you @staceyabrams It does not happen without you. 
theericdaniel, Wed Jan 20 19:15:50 +0000 2021, -78.878866, 33.703390, everything was perfect but honestly if you have the budget for mariah why would you get jlo 
0707CW, Wed Jan 20 19:15:50 +0000 2021, -76.255686, 36.895082, Get to see my nigga Zoë tomorrow 
luv_monay908, Wed Jan 20 19:15:50 +0000 2021, -87.732013, 41.833585, I need to go to the mall but don’t feel like driving ... I’m at the nailshop though rn might as well go🙃 
jenrhicks, Wed Jan 20 19:15:50 +0000 2021, -93.459429, 44.846200, This was such a powerful moment...thank you for the gift of your voice and poetry, @TheAmandaGorman!https://t.co/Pr46c9rDZ1 
CarpenterElease, Wed Jan 20 19:15:51 +0000 2021, -82.716313, 28.213496, Dear Canadian Snowbirds.Until recently, are government was lead by a moron and our governor is a fuckwit.That bei… https://t.co/BDGYkM7TVN 
511NYMidHudson, Wed Jan 20 19:15:51 +0000 2021, -73.860908, 40.955394, Cleared: Incident on #I87NYSThruway NB at Before Exit 6 (I-87) - Yonkers - Bronxville - Tuckahoe Rd 
511NY, Wed Jan 20 19:15:51 +0000 2021, -73.860908, 40.955394, Cleared: Incident on #I87NYSThruway NB at Before Exit 6 (I-87) - Yonkers - Bronxville - Tuckahoe Rd 
CarpenterElease, Wed Jan 20 19:15:51 +0000 2021, -82.716313, 28.213496, Yeah, I see all the Maple 🍁 license plates in the parking lot.More than last winter, that's for sure.And those nu… https://t.co/dWBO3FhT4v 
beatsbykana, Wed Jan 20 19:15:51 +0000 2021, -116.238001, 43.598033, Bernie letting em know what's what!!!!!! 
john_schertz, Wed Jan 20 19:15:51 +0000 2021, -89.266508, 39.739300, @BeckyBorron I don’t have anything near that cool 
consumersky, Wed Jan 20 19:15:51 +0000 2021, -97.754724, 30.323346, Lol build an audience. 
w8stegyal, Wed Jan 20 19:15:51 +0000 2021, -76.472781, 39.354689, obviously you’re dumb and don’t understand the point I’m trying to make but y’all got it 🕺🏽 
jerrodclayton_, Wed Jan 20 19:15:51 +0000 2021, -76.620482, 39.284713, https://t.co/rwC7cIvh67 
PoiDogReruns, Wed Jan 20 19:15:52 +0000 2021, -120.882482, 47.273022, @JerryMunson10 @BillKristol Knee slapper!! 🤣 
GarciasusannaSg, Wed Jan 20 19:15:52 +0000 2021, -100.076888, 31.168893, @DouthitKenzie Totally me 
yung_fly21, Wed Jan 20 19:15:52 +0000 2021, -106.417430, 31.793368, Not that one of my life goals is to have a shower like @KylieJenner 😂😂😂😂 
msdeltagirl55, Wed Jan 20 19:15:52 +0000 2021, -89.876449, 32.571032, We have a WOMAN VICE PRESIDENT #FinallyAWomanVP #womanvp 
tyradeshaee, Wed Jan 20 19:15:52 +0000 2021, -91.090800, 30.459100, I actually made you mines sometimes I can’t believe 
Fridaj100, Wed Jan 20 19:15:52 +0000 2021, -100.270474, 25.736715, quien te entiende 
ROGGER652, Wed Jan 20 19:15:53 +0000 2021, -103.504180, 25.711095, @ladelaplayita @lopezobrador_ @HugoRodriguezN @TwitterMexico Ese welito pdjo..es un mugrero 
Mille1Rubin, Wed Jan 20 19:15:52 +0000 2021, -112.124676, 33.552863, https://t.co/X0IPQBFrRH 
_wheresANDRE, Wed Jan 20 19:15:53 +0000 2021, -87.732013, 41.833585, @neekahgee Her dad’s still alive she just don’t fuck with him like that. Lol 
MikeBusby6, Wed Jan 20 19:15:53 +0000 2021, -97.455741, 35.695222, Uuuge crowds! Bigly! 
rdbravog, Wed Jan 20 19:15:53 +0000 2021, -111.498181, 28.969863, @Sn0w1n_m0w1n Este fin lo calare, gracias viejo, cin tanto trabajo y finales de NFL ahorita es lo que me receto el… https://t.co/j4X3QKpSG0 
juliahosack, Wed Jan 20 19:15:53 +0000 2021, -122.588975, 45.630589, Me too. Lots and lots of questions. 
TerroReturns, Wed Jan 20 19:15:53 +0000 2021, -79.227923, 43.083498, https://t.co/Rgxe4idZH4 
OliviaSofiaGram, Wed Jan 20 19:15:53 +0000 2021, -96.784727, 44.291864, @LaurieDefender @MarciaMarciaM12 Great idea!!! 
CoachSarah_SHC4, Wed Jan 20 19:15:53 +0000 2021, -120.471810, 37.316222, The creativity @kylee_scheiby 😉 
vktrflp, Wed Jan 20 19:15:53 +0000 2021, -73.831187, 40.670879, @JAYNETDIAZ https://t.co/SiNkGF3eF7 
cuminside_ana, Wed Jan 20 19:15:53 +0000 2021, -95.446486, 29.838495, I’m gonna miss that money tho 
Ben91932, Wed Jan 20 19:15:53 +0000 2021, -117.116533, 32.573709, @LiteNDarkness @Robjam6 @mbkelly001 @laurenboebert Who is a cultural Marxist? 
momster109, Wed Jan 20 19:15:53 +0000 2021, -90.702644, 38.779657, Absolutley miving!😔😪 
_lev17, Wed Jan 20 19:15:54 +0000 2021, -87.732013, 41.833585, Turns out my flower lady &amp; my tailor are siblings and they both have their own shops and everything. You love to see it :’) 
JohnNiaves, Wed Jan 20 19:15:54 +0000 2021, -98.540651, 29.417501, @h0rheydgaming I gotcha! 
RadioDamage, Wed Jan 20 19:15:54 +0000 2021, -119.306608, 37.269176, New meaning to he's not long off the Tee. 
tmj_dfw_banking, Wed Jan 20 19:15:54 +0000 2021, -96.925254, 32.942972, If you're looking for work in #Carrollton, TX, check out this #Banking job via the link in our bio: Loan Solutions Specialist at Mr. Cooper 
AnzalduaYoung, Wed Jan 20 19:15:54 +0000 2021, -110.766885, 32.272047, https://t.co/Es1dZxYlnW 
AnttDave, Wed Jan 20 19:15:54 +0000 2021, -75.117998, 40.004866, Shut it down. 
edwintorressimo, Wed Jan 20 19:15:53 +0000 2021, -80.294893, 26.156619, @POTUS Abemus presidentHay presidenteBIDEN2021 
uvmallik, Wed Jan 20 19:15:53 +0000 2021, -74.377998, 40.538787, #SushantDay 
Tonynana101, Wed Jan 20 19:15:54 +0000 2021, -73.948775, 40.655138, I know its hard for some friends that have known me for soooo long, But it is Antonio not Tony now, I know its goin… https://t.co/WQ7RaVnwXV 
JustCuriousPoe, Wed Jan 20 19:15:54 +0000 2021, -77.014398, 38.898603, 👏🏾👏🏾👏🏾 
IzzzyIsaac, Wed Jan 20 19:15:54 +0000 2021, -122.085776, 37.641271, I do this because I pick &amp; choose when I feel like having manners. Not because I was born in February. 
ganasandgrace, Wed Jan 20 19:15:54 +0000 2021, -118.503259, 34.415631, Teachers during a meeting that could've been an email. https://t.co/WQDQJN8sHv 
SteveBrock, Wed Jan 20 19:15:54 +0000 2021, -118.503259, 34.415631, @TitusNation “I IS THE BESTEST PREZ! BESTESTEST!!!! STOLEN!!!! 
WallyAction, Wed Jan 20 19:15:54 +0000 2021, -117.998733, 33.692542, Time to cook. A good meal heals all. 
marlenam9, Wed Jan 20 19:15:54 +0000 2021, -120.987468, 37.663817, Seeing republicans angry today is the reason I’m in such a good mood 
tiieraaaa, Wed Jan 20 19:15:54 +0000 2021, -77.391827, 37.208034, I hate a selfish nigga. 
KelyDayane, Wed Jan 20 19:15:54 +0000 2021, -79.272570, 43.629311, 🤯🤯🤯 
crystalsloth, Wed Jan 20 19:15:55 +0000 2021, -79.420865, 38.003376, I love Bernie. He’s like, ok, party is over. Get to work. 😅 
beethegawd__, Wed Jan 20 19:15:55 +0000 2021, -75.770041, 42.746617, What the fuck did you pay for double meat 
omarbjosephs, Wed Jan 20 19:15:54 +0000 2021, -78.892246, 43.808878, https://t.co/OlIfDcD9VF 
jbatt70, Wed Jan 20 19:15:55 +0000 2021, -93.606369, 41.576437, @CyGuyLarry Lmao! Larry 
_SydVicious_, Wed Jan 20 19:15:55 +0000 2021, -77.014398, 38.898603, I’m glad that I’m a skeptical person and not a cynical one. 
Elo2File, Wed Jan 20 19:15:55 +0000 2021, -97.414540, 30.575420, Will biden include antifa and blm  as Domestic terrorism? 
Astroxlaura, Wed Jan 20 19:15:55 +0000 2021, -81.625549, 28.108021, I am ecstatic 
Angel_LeAnn_, Wed Jan 20 19:15:55 +0000 2021, -93.809434, 32.461107, 😂😂😂😂😂 
youngamericano, Wed Jan 20 19:15:55 +0000 2021, -118.411907, 34.020789, A stan 
KrisFreemanPA, Wed Jan 20 19:15:56 +0000 2021, -86.647793, 36.471311, I’ve coached this young man since youth baseball and also been his teacher in class. No better representative of ou… https://t.co/IluIgsGQeS 
angiebeeshipp, Wed Jan 20 19:15:56 +0000 2021, -89.876395, 35.066506, The 44th President of the United States of America 🇺🇸 Barack Obama and First Lady Michelle Obama arrived the… https://t.co/fuwNiEwHmg 
GeorgeP23663722, Wed Jan 20 19:15:55 +0000 2021, -81.100852, 33.992021, @JerkOffWitMe https://t.co/miBnzZJk1q 
Hotwielzz, Wed Jan 20 19:15:56 +0000 2021, -111.917026, 40.765805, @MidgetTamer 😂😂😂 
MSUILR, Wed Jan 20 19:15:56 +0000 2021, -84.473460, 42.725717, Equal Pay and Equal Conditions for Women’s Football  https://t.co/AjWvjcHzwJ 
CelticVixxen, Wed Jan 20 19:15:56 +0000 2021, -95.162021, 29.983903, I'm at Mojo's Sports Grille in Humble, TX https://t.co/3b7QXuDt6t 
